TCP,EEBO,VID,STC,Status,Author,Date,Title,Terms,Pages,Length,Century,Decade,Period,contemporary_single_author,Selection
A29826,12709179,66078,Wing B5111; ESTC R7514,Free,"Brown, Edward, 1644-1708.",1685,"A brief account of some travels in divers parts of Europe viz Hungaria, Servia, Bulgaria, Macedonia, Thessaly, Austria, Styria, Carinthia, Carniola, and Friuli : through a great part of Germany, and the Low-Countries : through Marca Trevisana, and Lombardy on both sides of the Po : with some observations on the gold, silver, copper, quick-silver mines, and the baths and mineral waters in those parts : as also, the description of many antiquities, habits, fortifications and remarkable places / by Edward Brown.","Europe, Southern -- Description and travel.; Europe, Central -- Description and travel.; Europe, Eastern -- Description and travel.",240,120137,17,1680,1650-1700,y,
A29924,9300555,42656,Wing B5230; ESTC R25951,Free,"Brunel, Antoine de, 1622-1696.; Aerssen, François van, 1630-1658.",1670,A journey into Spain,Spain -- Description and travel.,256,66831,17,1670,1650-1700,n,
A29941,13660068,101099,Wing B5253; ESTC R2537,Free,"Brydall, John, b. 1635?",1676,"Camera regis, or, A short view of London containing the antiquity, fame, walls, bridge, river, gates, tower, cathedral, officers, courts, customs, franchises, &c. of that renowned city / collected out of law & history and methodized for the benefit of the present inhabitants by John Brydall ...",London (England) -- Description and travel -- Early works to 1800.; London (England) -- History -- 17th century.,135,21582,17,1670,1650-1700,y,
A30215,12251976,57153,Wing B5611; ESTC R8283,Free,"Burbury, John.; Norfolk, Henry Howard, Duke of, 1628-1684.",1671,"A relation of a journey of the Right Honourable My Lord Henry Howard from London to Vienna, and thence to Constantinople, in the company of His Excellency Count Lesley, Knight of the order of the Golden Fleece, councellour of state to His Imperial Majesty, &c. and extraordinary ambassadour from Leopoldus Emperour of Germany to the Grand Signior, Sultan Mahomet ... / written by John Banbury ...",Voyages and travels.; Europe -- Description and travel.,261,25618,17,1670,1650-1700,n,
A30320,7952128,40696,Wing B5757; ESTC R24120,Free,"Burnet, Gilbert, 1643-1715.",1688,Animadversions on the Reflections upon Dr. B's travels,Europe -- Description and travel.; Europe -- Description and travel -- Early works to 1800.,56,9868,17,1680,1650-1700,y,
A30463,12683151,65702,Wing B5920; ESTC R21514,Free,"Burnet, Gilbert, 1643-1715.",1688,"Some letters, containing an account of what seemed most remarkable in Switzerland, Italy, some parts of Germany, &c. in the years 1685 and 1686 written by G. Burnet, D.D. to the Hoble. R.B. ; to which is added, An appendix, containing some remarks on Switzerland and Italy, writ by a person of quality, and communicated to the author ; together with a table of the contents of each letter.",Switzerland -- Description and travel.; Italy -- Description and travel.; Europe -- Description and travel.; Europe -- Description and travel -- Early works to 1800.,260,97126,17,1680,1650-1700,y,
A30473,12047119,53104,Wing B5931; ESTC R20842,Free,"Burnet, Gilbert, 1643-1715.",1688,Three letters concerning the present state of Italy written in the year 1687 ... : being a supplement to Dr. Burnet's letters.,Quietism.; Inquisition -- Italy.; Italy -- Description and travel.; Italy -- Description and travel -- Early works to 1800.,209,50778,17,1680,1650-1700,y,
A30685,12004724,52279,Wing B6219; ESTC R14352,Free,"Busbecq, Ogier Ghislain de, 1522-1592.; Tate, Nahum, 1652-1715.",1694,"The four epistles of A.G. Busbequius concerning his embassy into Turkey being remarks upon the religion, customs, riches, strength and government of that people : as also a description of their chief cities, and places of trade and commerce : to which is added, his advice how to manage war against the Turks / done into English.; Legationis Turcicae epistolae quatuor. English",Turkey -- Description and travel.,438,108454,17,1690,1650-1700,n,
A30860,11910597,50809,Wing B677; ESTC R11736,Free,"Baratti, Giacomo.; G. D.; Góis, Damião de, 1502-1574.; Scaliger, Joseph Juste, 1540-1609.",1670,"The late travels of S. Giacomo Baratti, an Italian gentleman, into the remote countries of the Abissins, or of Ethiopia interior wherein you shall find an exact account of the laws, government, religion, discipline, customs, &c. of the Christian people that do inhabit there with many observations which some may improve to the advantage and increase of Trade with them : together with a confirmation of this relation drawn from the writings of Damianus de Goes and Jo. Scaliger, who agree with the author in many particulars / translated by G.D.",Ethiopia -- Description and travel.,282,32140,17,1670,1650-1700,n,
A31044,11902230,50592,Wing B916; ESTC R7752,Free,"Barri, Giacomo, ca. 1630-ca. 1690.; Lodge, William, 1649-1689.",1679,"The painters voyage of Italy in which all the famous paintings of the most eminent masters are particularised, as they are preserved in the several cities of Italy ... / written originally in Italian by Giacomo Barri ... ; Englished by W.L. of Lincolns-Inne, Gent.; Viaggio pittoresco d'Italia. English","Painting -- Italy -- Early works to 1800.; Painting, Italian -- Early works to 1800.; Italy -- Description and travel -- Guidebooks.",184,23140,17,1670,1650-1700,n,
A31570,99825497,29879,Wing C1819; ESTC R212862,Free,"Chamberlayne, Edward, 1616-1703.",1669,"Angliæ notitia, or The present state of England together with divers reflections upon the antient state thereof.; Angliae notitia. Part 1",Great Britain -- Description and travel -- 1601-1700 -- Early works to 1800.; Great Britain -- Politics and government -- Early works to 1800.,538,56300,17,1660,1650-1700,y,
A31596,12334747,59749,Wing C1844_pt3-4; Wing P1922_PARTIAL; Wing P1925_pt4; ESTC R13138,Free,"Chamberlayne, Edward, 1616-1703.; Petty, William, Sir, 1623-1687. England's guide to industry.; J. S.",1683,"The present state of England. Part III. and Part IV. containing I. an account of the riches, strength, magnificence, natural production, manufactures of this island, with an exact catalogue of the nobility, and their seats, &c., II. the trade and commerce within it self, and with all countries traded to by the English, as at this day established, and all other matters relating to inland and marine affairs : supplying what is omitted in the two former parts ...; Angliae notitia Part 3-4",Nobility -- Great Britain -- Early works to 1800.; Great Britain -- Description and travel.; Great Britain -- Description and travel -- Early works to 1800.; Great Britain -- Commerce -- History -- 17th century.,772,274243,17,1680,1650-1700,n,
A31599,12901257,95252,Wing C1848; ESTC R5609,Free,"Chamberlayne, Edward, 1616-1703.",1671,The second part of the present state of England together with divers reflections upon the antient state thereof / by Edward Chamberlayne ...; Angliae notitia. Part 2,"Great Britain -- Description and travel.; Great Britain -- Description and travel -- Early works to 1800.; Great Britain -- History -- Charles II, 1660-1685.",324,59494,17,1670,1650-1700,y,
A31676,13245130,98660,Wing C1953; ESTC R8359,Free,"Chapman, Henry, fl. 1673.",1673,"Thermæ redivivæ, the city of Bath described with some observations on those soveraign waters, both as to the bathing in, and drinking of them, now so much in use / by Henry Chapman ...",Mineral waters -- England -- Bath -- Early works to 1800.; Bath (England) -- Description and travel.,24,5446,17,1670,1650-1700,y,
A31753,12334465,59734,Wing C2043; ESTC R12885,Free,"Chardin, John, Sir, 1643-1713.",1686,"The travels of Sir John Chardin into Persia and the East-Indies the first volume, containing the author's voyage from Paris to Ispahan : to which is added, The coronation of this present King of Persia, Solyman the Third.","Sulaymān -- I, -- Shah of Iran, 1658 or 9-1694.; Middle East -- Description and travel -- Early works to 1800.; Iran -- Description and travel -- Early works to 1800.",540,465614,17,1680,1650-1700,y,
A32752,12379631,60708,Wing C3737C; ESTC R6683,Free,"Chaumont, Alexandre, chevalier de, d. 1710.",1687,"A relation of the late embassy of Monsr. de Chaumont, Knt. to the court of the King of Siam with an account of the government, state, manners, religion and commerce of that kingdom.; Relation de l'ambassade de M. le chevalier de Chaumont à la Cour du roi de Siam. English",Thailand -- Description and travel.,156,26819,17,1680,1650-1700,y,
A32776,12248234,57011,Wing C376; ESTC R4896,Free,"Camden, William, 1551-1623.; Dalrymple, James, Sir, fl. 1714.",1695,"A second edition of Camden's description of Scotland containing a supplement of these peers, or Lords of Parliament, who were mentioned in the first edition, and an account of these since raised to, and further advanced in the degrees of peerage, until the year 1694.; Britannia. English. Selections",Scotland -- Description and travel.; Scotland -- Description and travel -- Early works to 1800.; Scotland -- Peerage.,213,48607,17,1690,1650-1700,n,
A33302,9514768,43370,Wing C4507; ESTC R26605,Free,"Clarke, Samuel, 1599-1682.",1672,"A description of the seaventeen provinces commonly called the Low-Countries (the present stage of action) as also of the rivers, cities, commodities, strong towns, forts, and other things remarkable therein.",Netherlands -- Description and travel.,144,17868,17,1670,1650-1700,y,
A33311,15586836,103995,Wing C4516; ESTC R36024,Free,"Clarke, Samuel, 1599-1682.; Gaywood, Richard, fl. 1650-1680.",1657,"A geographicall description of all the countries in the known vvorld as also of the greatest and famousest cities and fabricks which have been, or are now remaining : together with the greatest rivers, the strangest fountains, the various minerals, stones, trees ... which are to be found in every country : unto which is added, a description of the rarest beasts, fowls ... which are least known amongst us / collected out of the most approved authors ... by Sa. Clarke ...",Geography -- Early works to 1800.; Great Britain -- Description and travel.; Great Britain -- Description and travel -- Early works to 1800.; America -- Description and travel.,240,113124,17,1650,1650-1700,n,
A33345,11935895,51178,Wing C4558; ESTC R17743,Free,"Clarke, Samuel, 1599-1682.",1670,"A true and faithful account of the four chiefest plantations of the English in America to wit, of Virginia, New-England, Bermudus, Barbados : with the temperature of the air, the nature of the soil, the rivers, mountains, beasts, fowls, birds, fishes, trees, plants, fruits, &c. : as also, of the natives of Virginia, and New-England, their religion, customs, fishing, hunting, &c. / collected by Samuel Clarke ...",America -- Description and travel.; Virginia -- Description and travel.; Bermuda Islands -- Description and travel.; New England -- Description and travel.; Barbados -- Description and travel.,128,61719,17,1670,1650-1700,y,
